Requiere actualizar,Fecha de actualización,Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Exclamación (PICTOGRAMA ),Corrosión (PICTOGRAMA ),Peligro para la salud (PICTOGRAMA ),Calavera (PICTOGRAMA ),Llama (PICTOGRAMA ),Ambiente (PICTOGRAMA ),Llama sobre círculo (PICTOGRAMA ),Bomba explotando (PICTOGRAMA ),Cilindro de gas (PICTOGRAMA )
,2025-10-17 00:00:00,ASH-QB00076,EUXYL K900,Mezcla,PELIGRO,1-800-274-5263,"H302, H317, H318","P101, P102, P103, P261, P264, P270, P272, P280, P301 + P312 + P330, P302 + P352, P305 + P351 + P338 + P310, P333 + P313, P362 + P364 , P501",X,X,,,,,,,
,2025-10-17 00:00:00,ASH-QB00017,EUXYL PE 9010,Mezcla,PELIGRO,1-800-274-5263,"H302, H318, H335","P101, P102, P103, P261, P264, P270, P271, P280, P301 + P312 + P330, P304 + P340 + P312, P305 + P351 + P338 + P310, P403 + P233 , P405, P501",X,X,,,,,,,
SOLICITAR HDS A PROVEEDOR,PENDIENTE,VAR-QB00083,EXFOLIANTE OLIVE 6,-,-,-,-,-,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00240,EXPELL FRESH M 820,Mezcla,PELIGRO,01 800 002 1400,"H226, H227, H302, H304, H315, H317, H319, H410","P210, P233, P240, P241, P242, P243, P260, P264, P270, P272, P273, P280, P301 + P310, P303 + P364,P305 + P351 +P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,,X,,X,X,,,
,2025-10-24 00:00:00,VAR-QB00085,EXTRACTO DE EUCALIPTO S/P,8000-48-4,PELIGRO,01 800 002 1400,"H315, H317, H411","P210, P261, P273, P280, P301 + P310 + P331, P302 + P352 + P333 + P313, P370 + P378, P391",X,,X,,X,X,,,
,2025-10-24 00:00:00,VAR-QB00087,EXTRACTO DE JOJOBA ACUOSO,57-55-6,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-24 00:00:00,VAR-QB00089,EXTRACTO DE SEMILLA DE TORONJA (GRADO ACUOSO INGERIBLE),Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00142,FASHION 180,Mezcla,ATENCION,01 800 002 1400,"H217, H361","P280, P302 + P352",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00173,FF SMT 1023 MOD 1 (212 MEN),Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00177,FF SMT 1028 HARMANY,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00190,FF SMT 1048 DKENZO F.,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313,  P501",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00189,FF SMT 1059 KA,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 +P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00185,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H361","P261, P280, P302+P352, P305+P351+P338, P308 + P313, P333+P313, P337+P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00173,FF-SMT 1023 MEN,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P264, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00192,FFSMT1052 DPACIFIC P.,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H361","P210, P261,P280, P302 + P352, P308 + P313, P333 + P313, , P370 + P378",X,,X,,,,,,
,2025-10-28 00:00:00,VAR-QB00183,FIJADOR LS,Mezcla,PELIGRO,01 800 002 1400,"H318, H335, H411","P261, P271, P273, P280, P304 + P340 + P312, P305 + P351 + P338 + P310, P391, P403 + P233",X,X,,,,X,,,
,2025-10-28 00:00:00,VAR-QB00182,FIJADOR X100,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00091,FISION HAIR MOISTURE,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00092,FISION SKIN MOUSTURE S/P,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00186,FITNESS 248,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-21 00:00:00,LUB-QB00030,FIXATE G100,No Aplicable,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00029,FIXATE MT FREESTYLE,No Aplicable,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00033,FIXATE RSP (GOOD RITE),Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,X,,,,,,,
,2025-10-21 00:00:00,LUB-QB00034,FIXATE SUPER HOLD,Mezcla,ATENCION,01 800 002 1400,H316,P332 + P313,,X,,,,,,,
,2025-10-24 00:00:00,VAR-QB00174,FIXATE SUPERHOLD,Sustancia,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00011,FLORAL 001-E MOD,Mezcla,PELIGRO,01 800 002 1400,"H226, H315, H317, H318, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313, P370 + P378",X,X,X,,X,,,,
,2025-10-14 00:00:00,IFF-QB00012,FLORAL 841,Mezcla,PELIGRO,01 800 002 1400,"H227, H315, H317, H318, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00143,FLORAL BOUQUET 981,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00048,FLORAL CREAMY 275,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H361","P280, P302 + P352, P305 + P351 + P338 + P310",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00090,FLORAL HOME 413,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00013,FLORAL P 0830,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00010,FLORAL PICCOLO 727,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00049,FLORAL ROSE 001-B,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H319 , H350, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00050,FLORAL ROSS FS 6596 MOD,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H318, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313",X,X,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00144,FLORAL TOUCH 956,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00259,FLORALIS 830,Mezcla,ATENCION,01 800 002 1400,"H303, H315, H317, H319, H351, H411.","P201, P202, P261, P264, ,, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, , P391, P405, P501",X,,X,,,X,,,
,2025-10-16 00:00:00,IFF-QB00208,FLOWERCLEAN 384,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302+P352, P305+P351+P338",X,,X,,,,,,
SOLICITAR HDS ACTUALIZADA CLARIANT,PENDIENTE,VAR-QB00093,FONGRABAC MG (CONSERVA GEL SHAMPOO),Mezcla,PELIGRO,01 800 002 1400,"H302, H314, H317, H318","P261, P264, P270, P272, P280, P301+ P312+ P330, P301+ P330+ P331 , P303+ P361+ P353, P304+ P340+ P310, P305+ P351+ P338+ P310, P333+ P313, P363, P405, P501",X,X,,,,,,,
SOLICITAR HDS A PROVEEDOR,PENDIENTE,VAR-QB00152,FORMOL PR,,,,,,,,,,,,,,
,2025-11-13 00:00:00,KAO-QB00048,FORMOX DM40,Mezcla,PELIGRO,+34 93 739 9445,"H315, H318, H400, H411","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,X,,,,X,,,
,2025-10-21 00:00:00,KAO-QB00049,FORMOX DMCD E,Mezcla,PELIGRO,+34 93 739 9445,"H315, H318, H400, H411","P280, P273, P264, P391,  P302 + P352, P332 + P313, P362 + P364, P305 + P351 + P338, P310, P501",,X,,,,X,,,
,2025-10-28 00:00:00,KAO-QB00052,FORMOX L75 PC,68155-09-9,PELIGRO,+34 93 739 9445,H318,"P280, P305 + P351 + P338, P310",,X,,,,,,,
,2025-10-14 00:00:00,IFF-QB00091,FOUGERE 087 DRAKKAR,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H651, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00092,FOUGERE 959-A DRAKKAR,Mezcla,PELIGRO,01 800 002 1400,"H227, H315, H317, H319, H336, H350, H361","P210, P261, P280, P302 + P352, P304 + P340 + P312, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378, P403 + P233",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00051,FOUGERE FRESH 003-H,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361, H373","P210, P260, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00052,FREEDOM 639,Mezcla,PELIGRO,01 800 002 1400,"H227, H315 H317, H318, H361 ","P210, P261, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00093,FRESA 80,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P31, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00244,FRESH BREEZE,Mezcla,ATENCION,01 800 002 1400,"H226, H315, H317, H361","P210, P240, P280, P302 + P352, P403 + P235",X,,X,,X,,,,
,2025-10-14 00:00:00,IFF-QB00322,FRESH CITRUS 580,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00145,FROSTED WHITE CITRON,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H317, H361","P210, P261, P280, P301 + P310, P302 + P352, P331, P308 + P313, P331, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00014,FRUITY MIX 327,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00146,FRUITY SOFT 624,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H361","P210, P261, P280, P301 + P310,P302 + P352, P308 + P313, P331, P333 + P313, P370+P378",X,,X,,X,,,,
,2025-10-14 00:00:00,IFF-QB00124,GAV 1171 SH MOD 1,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-17 00:00:00,ASH-QB00060,GERMALL 115,39236-46-9,ATENCION,1-800-274-5263,H317,"P261, P272, P280, P302 + P352, P333 + P313, P362 + P364, P501",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00070,GERMALL PLUS POLVO,Mezcla,PELIGRO,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire. Puede provocar una reacción alérgica en la piel. Provoca irritación ocular grave. Perjudica a determinados órganos (laringe) por exposición prolongada o repetida.,"Se necesita consejo médico, tener a mano el envase o la etiqueta. Mantener fuera del alzance de los niños. Leer la etiqueta antes del uso. PREVENCIÓN: No respirar el polvo. Lavarse la piel concienzudamente tras la manipulación. No comer, beber ni fumar durante su utilización. La ropa de trabajo contaminada no debe salir del lugar de trabajo. Llevar guantes/equipo de protección para los ojos/ la cara. INTERVENCIÓN: Lavar con agua y jabón abundante en contacto con la piel. Enjuagar con agua cuidadosamente durate varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado en caso de contacto con los ojos. Consultar a un médico. ELIMINACIÓN: Eliminar el contenido / el recipiente en una planta de eliminación de residuos autorizada.",X,,X,,,,,,
,2025-10-17 00:00:00,ASH-QB00020,GERMALL PLUSS LIQ,Mezcla,PELIGRO,1-800-274-5263,"H303, H317, H319, H372","P101, P102, P103, P260, P264, P270, P272, P280, P302 + P352, P305 + P351 + P338 + P310, P312, P333 + P313, P362 + P364, P501",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00187,GHOST 081,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00015,GINGER ESSCENCE 375,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319","P210, P280, P302 + P352, P305 + P351 + P338",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00147,GINGER TOUCH 917,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00053,GLAM 359 GLAMUR,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315 H317, H319, H361 ","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00245,GLAMOUR 50,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302+P352, P305+P351+P338",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00099,GLICEPOL 160,"31566-31-1, 123-94-4, 11099-07-3, 85666-92-8, 85251-77-0",No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00100,GLICERINA USP,56-81-5,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00037,GLUCAM P20,61849-72-7,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00038,GLUCAMATE LT,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00039,GLUCAMATE SSE20 s/p,72175-38-4,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00040,GLUCATE SS,Sustancia,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-23 00:00:00,VAR-QB00102,GLUCOPON 425 S/P,Mezcla,PELIGRO,01 800 002 1400,"H318, H402","P280, P273, P305 + P351 + P338, P310, P501",,X,,,,X,,,
,2025-10-23 00:00:00,VAR-QB00103,GLUCOPON 625 S/P,110615-47-9,PELIGRO,01 800 002 1400,"H318, H315, H401","P280, P273, P264, P305 + P351 + P338, P310, P303 + P352, P332 + P313, P362 + P364, P501",,X,,,,,,,
,2025-10-24 00:00:00,VAR-QB00104,GLUTARALDEHIDO,111-30-8,PELIGRO,01 800 002 1400,"H301, H314, H317, H318, H330, H334, H335, H400, H411","P260, P264, P270, P271, P272, P273, P280, P284, P301 + P310, P321, P330, P301 + P330 + P331, P303 + P361 + P353, P333 + P313, P362 + P364, P304 + P340, P305 + P351 + P338, P310, P342 + P311, P391, P403 + P233, P405, P501",X,X,X,X,,X,,,
,2025-10-28 00:00:00,ASH-QB00021,GP4G S/P,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00246,GREEN APPLE 1082,Mezcla,ATENCION,01 800 002 1400,H317,"P280, P302 + P352",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00054,GREEN SENSE 842,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H351, H361 ","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00094,GREEN TEA & CHAI 202,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319,  H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00319,GREEN TEA CUCUMBER 956,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, ",X,,X,,,,,,
,2025-11-13 00:00:00,KAO-QB00012,GRIPER X2,12645-31-7,PELIGRO,+34 93 739 9445,Provoca quemaduras graves en la piel y lesiones oculares graves.,"PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , máscara. Llevar prendas de protección: Recomendado: Traje de protección. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar  inmediatamente a un centro de información toxicológica o a un médico. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales",,X,,,,,,,
,2025-11-13 00:00:00,KAO-QB00013,GRIPPER 67,Mezcla,PELIGRO,+34 93 739 9445,"H314, H318","P280, P264,  P304 + P340, P310, P301 + P310, P330, P331, P303 + P361 + P353, P310, P363, P305 + P351 + P338, P310, P405, P501",,X,,,,,,,
,2025-10-14 00:00:00,IFF-QB00055,HAPPY 360,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, ",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00200,HAPPY MICRO SUNSHINE 312 AZUL,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H361","P261, P264, P280, P302 + P352, P308 + P313, P333 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00095,HERBAL 550,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H318, H361","P210, P261, P280,  P301 + P310,  P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P331,  P333 + P313, P370 + P378",X,X,X,,,,,,
,2025-10-21 00:00:00,LUB-QB00042,HIDRAMOL PGPL s/p,Sustancia,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00188,HOMBRE MILLON 330,Mezcla,ATENCION,01 800 002 1400,"H227, H302, H315, H317, H319, H361","P210, P280, P301 + P312 + P330, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-21 00:00:00,KAO-QB00083,HRB-1 S/P, 110-30-5,ATENCION,+34 93 739 9445,Puede formar concentraciones de polvo explosivas en el aire.,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,KAO-QB00086,HRB-2 S/P,Mezcla,PELIGRO,+34 93 739 9445,"H302, H314, H318, H373, H304","PREVENCIÓN:  Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: Gafas anti-salpicaduras. , máscara.Llevar prendas de protección: Recomendado: Bata de laboratorio.,Traje de protección.No respirar el polvo. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA:  Consultar a un médico en caso de malestar. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®). Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Lavar inmediatamente con un agente que contenga Diphoterin (por ejemplo, Previn ®), levantando ocasionalmente los párpados superior e inferior. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ALMACENAMIENTO: Guardar cerrado. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00188,INDULGENT TOUCH 268,Mezcla,ATENCION,01 800 002 1400,"H315, H317","P280, P302 + P352, P305 + P351, P338",X,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00061,INTEGRA 22,Mezcla,ATENCION,1-800-274-5263,"H303, H319","P264, P280, P305 + P351 + P338, P312",X,,,,,,,,
SOLICITAR HDS ACTUALIZADA A PROVEEDOR,PENDIENTE,VAR-QB00105,IPA,67-63-0,PELIGRO,01 800 002 1400,"H225, H319, H336","P210, P264, P280, P303 + P361 + P353, P304 + P340, P305 + P351 + P338, P337 + P313, P370 + P378, P403 + P233, P405",X,,,,,,X,,
,2025-10-23 00:00:00,VAR-QB00106,JABON POTASICO S/P,Mezcla,ATENCION,01 800 002 1400,H315,"P301+ P310, P302+ P352, P331",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00016,JASMIN STRAWBERRY 120,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P501",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00017,JASMINE GREEN 263,Mezcla,ATENCION,01 800 002 1400,"H227, H317","P210, P261, P280, P302 + P352, P333 + P313, P370 + P378",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00249,JUICY FRESH CITRUS 120,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319,  H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00249,JUNGLE FRESH,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00150,JUNGLE MELON,Mezcla,ATENCION,01 800 002 1400,H227,P210,,,,,,,,,
,2025-11-13 00:00:00,KAO-QB00084,KAOAMIN 12,Mezcla,PELIGRO,+34 93 739 9445,"H302, H314, H318, H318, H400, H410","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar prendas de protección: Recomendado: Traje de protección. Llevar gafas o máscara de protección: Recomendado: gafas de seguridad con protección lateral máscara. Evitar su liberación al medio ambiente. No comer, beber ni fumar durante su utilización. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INHALACIÓN: Transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo):Quitar inmediatamente todas las prendas contaminadas. Lave la piel contaminada con el de 3% de ácido acético o el agente que contiene Diphoterin (por ejemplo, Previn ®).Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Lavar inmediatamente con un agente que contenga Diphoterin (por ejemplo, Previn ®), levantando ocasionalmente los párpados superior e inferior. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ALMACENAMIENTO: Guardar bajo llave. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,,,,X,,,
