Codigo interno,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4
VAR-QB00018,Q0302004,ALCOHOL LAURICO 9 MOLES, - ,PELIGRO, - ,H302: Nocivo en caso de ingestión. H315: Provoca irritación cutánea. H313: Puede ser nocivo en contacto con la piel. H318: Provo lesiones oculares graves.,"P264: Lavarse concienzudamente tras la manipulación.P270: No comer, beber ni fumar durante su utilización. P280: Llevar guantes/prendas/gafas/mascara de protección. P301+ P312: EN CASO DE INGESTION: Llamar a un centro de
información toxicológica o a un médico si se encuentra mal. P302+ P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundante.
P310: Llamar inmediatamente a un centro de información toxicológica o aun medico. P312: Llamar a un centro de toxicología o medico si la persona se
encuentra mal. P321: Tratamiento específico (ver sección 4 en esta FDS)
P330: Enjuagarse la boca. P332+ P313: En caso de irritación cutánea consultar a un medico. P362+ P364: Quitar la ropa contaminada y lavarla antes de volverla
a usar",g,e,1,1
VAR-QB00105,Q0302005,IPA , - , - , - ,  -   , - ,1,1,1,1
VAR-QB00008,Q0303001,ACIDO CITRICO,77- 92- 9,ATENCION, - ,H319: Provoca irritación ocular grave.,"P264: Lavarse las manos concienzudamente tras la manipulación. P280: Llevar guantes/prendas/gafas/mascara de protección. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS, aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P337+ P313: Si persiste la irritación ocular consulte a un médico.",g,1,1,1
VAR-QB00009,Q0303003,ACIDO ESTEARICO AE-5001 TRIPLE PRENSADO (COSMETICO),No Aplica,ATENCION,01 800 00 21400; 01 (55) 55 59 15 88,H413 puede causar efecto nocivos duraderos en la vida acuática,P273 evitar su liberación al medio ambiente,g,1,1,1
VAR-QB00011,Q0303005,ADBS QB,27176-87-0,PELIGRO,SETIQ: 01800-00-214-00 HARMONY CHEM: 01-779-79-6-26-85,H301: Toxico en caso de ingestión H305: puede ser nocivo en caso de ingestión y de penetración en las vías respiratorias H314: provoca graves quemaduras en la piel y lesiones oculares H315: provoca irritación cutánea H318: provoca lesiones oculares graves H402: nocivo para los organismos acuáticos graves,"P207 – no comer, beber ni fumar durante la utilización de este producto. P264 – lavarse las manos concienzudamente tras la manipulación.  P301+P312 – EN CASO DE INGESTION: si se siente mal, llame a un CENTRO DE INFORMACION TOXICOLOGICA/medico. P301+P330+P331 – EN CASO DE INGESTION: enjuagar la boca. NO induzca el vómito. P303+P361+P353 – EN CASO DE CONTACTO CON LA PIEL (o el pelo): quitar inmediatamente la ropa contaminada. Aclararse la piel con agua/ducharse. P304+P340+P311 - EN CASO DE INHALACION: transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de toxicología/medico, P305+P351+P338 - EN CASO DE CONTACTO CON LOS OJOS: enjuague bien con agua durante varios minutos. En el caso de las lentes de contacto, quitarlas, si es fácil. Continúe enjuagando. P501: eliminar el contenido/el recipiente en un punto de recogida de residuos especiales.",g,e,1,1
VAR-QB00069,Q0304001,DBSS,25155-30-0,ATENCION,01800- 00- 214- 00 / 01-779- 79- 6- 26- 85,"H302: Nocivo en caso de ingestión. H315: Irritación a la piel, corrosión/irritación. H318: Daño en los ojos, lesiones oculares graves/irritación.","P264: Lávese cuidadosamente después de la manipulación. P270: No coma, beba o fume cuando esté usando este producto. P280: Use guantes protectores ropa protección, lentes de protección y protección para la cara y los ojos. P261: Evite respirar el polvo, humo, gas, niebla, vapor o spray. P301+P312: SI SE INGIERE: Llamar a un centro de toxicología o al doctor si no se siente bien. P302+P352: SI SE ENCUENTRA EN LA PIEL: Lavar con abundante jabón y agua. P305+P351+P338: SI SE ENCUENTRA EN LOS OJOS: Enjuague cuidadosamente con agua por varios minutos, remueva los lentes de contacto. P321: Tratamiento específico. P330: Enjuagar la boca. P332+P313: Si hay  rritación en la piel: consiga atención médica. P501: Eliminar el contenedor de acuerdo a las regulaciones nacionales",g,1,1,1
VAR-QB00111,Q0304005,LSA QH,2235- 54- 3,ATENCION,+52 5552 2955 55,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave,P264: Lavarse piel concienzudamente tras la manipulación. P280: Llevar uantes/gafas/mascara de protección.  P302+ P352 EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse. con facilidad. Proseguir con el lavado. P332+ P313 EN CASO DE IRRITACION CUTANEA: Consultar a un médico. P362+ P364: Quitar prendas contaminadas y lavarlas antes de volver a usarlas.,g,1,1,1
VAR-QB00122,Q0304007,NF-600,No Aplica,PELIGRO,01-800-00-214,"H302: Nocivo en caso de ingestión. H313: Puede ser nocivo en contacto con la piel. H315: Provoca irritación cutánea. H318: Provoca lesiones oculares graves. H401: Toxico para los organismos acuáticos. H411: Toxico para los organismos acuáticos, con efectos nocivos duraderos.","P264: Lavarse las manos completamente después de su manipulación. P270: No comer, beber o fumar mientras se manipula este producto. P273: No dispersar en el medio  mbiente. P280: Usar guantes/ropa/lentes de protección. P301+P312: En caso de ingestión llamar a un centro de toxicología si la persona se encuentra mal. P302+P352: En caso de contacto con la piel lavar con abundante agua. P305+P351+P338: En caso de contacto con los ojos enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P310: Llamar inmediatamente a un centro de toxicología. P332+P313: En caso de irritación cutánea consultar a un médico. P330: Enjuagarse la boca P362+P364: Quitar la ropa contaminada y lavarla antes de volverla a usar. P391: Recoger el vertido. P401: Guardar con forme a lo indicado en la sección VII.  Eliminar el contenido/recipiente conforme a la reglamentación local.",g,e,i,1
VAR-QB00030,Q0304008,BETAINA QB,61789-40-0,ATENCION,-,H319: Provoca irritación ocular grave,P305+ P351+ P338 EN CASO DE CONTACTO CON LOS OJOS: Enjaguar con agua cuidadosamente durante varios minutos. Quitar lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P313: Consultar a un médico. P301+ P330+ P331 EN CASO DE INGESTION: Enjuagar la boca. No provocar el vomito. P302+ P352 EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua.,g,1,1,1
VAR-QB00119,Q0304010,NF1000 QB,127087-87-0,ATENCION,01-800-00-214-00,H302: Nocivo en caso de ingestión. H313: puede ser nocivo en contacto con la piel. H315: provoca irritación cutánea. H319: provoca irritación ocular grave. H402: nocivo para los organismos acuáticos.,"P264: lavarse las manos y la cara completamente después de su manipulación. Báñese completamente al finalizar su jornada de trabajo. P270: no comer, beber o fumar mientras se manipula este producto. P273: no dispersar en el medio ambiente. P280: usar guantes, ropa de protección, equipo de protección para la cara y ojos. P301+P312: EN CASO DE INGESTION, llamar a un centro de toxicología o medico si la persona se encuentra mal. P330: enjuagarse la boca. P312: llamar a un centro de toxicología o medico si la persona se encuentra mal. P302+P352: EN CASO DE CONTACTO CON LA PIEL: lavar con abundante agua. P321: tratamiento específico (ver sección 4 en esta FDS). P332+P313: en caso de irritación cutánea, consultar un médico.
P362+P364: quitar la ropa contaminada y lavarla antes de volverla a usar.
P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: enjuagar con agua  uidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir el lavado. P501: eliminar el contenido y el recipiente de acuerdo con las normas nacionales o internacionales  igentes.",g,1,1,1
VAR-QB00082,Q0304023,ESTANATO DE SODIO ,-,-,-,-,-,1,1,1,1
VAR-QB00099,Q0305001,GLICEPOL 160,"31566-31-1, 123-94-4, 11099-07-3, 85666-92-8, 85251-77-0",No Aplicable, -  ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00023,Q0306002,ANTIESPUMANTE,No Aplicable,No Aplicable, - ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00032,Q0306003,C.M.C.,9004-32-4,ATENCION, - ,Puede provocar irritación cutánea Puede formar concentraciones de polvo combustible en aire.,No Aplicable,1,1,1,1
VAR-QB00076,Q0306005,EDTA,MEZCLA,ATENCION,01 800 002 14/,H303- Puede ser nocivo en caso de ingestión. H315- Provoca irritación cutánea. H319- Provoca irritación ocular grave. H332- Nocivo si se inhala. H351- Susceptible de provocar cáncer. H373- Puede provocar daños en los órganos (tracto respiratorio) tras exposiciones prolongadas o repetidas si se inhala.,"P201: Procurar las instrucciones antes del uso. P202: No manipular antes de haber leído y comprendido todas las precauciones de seguridad. P260: No respirar polvos o nieblas. P264: Lavarse cuidadosamente después de la manipulación. P271: Utilizar solo al aire libre o en un lugar bien ventilado. P280: Usar guantes, ropa de protección y equipo de protección adecuados para ojos y cara. RESPUESTA P302+ P352: EN CASO DE CONTACTO CON LA PIEL lavar con abundante agua. P304+ P340+ P312: EN CASO DE INHALACION transportar la victima al aire libre y mantenerla en reposo en una posición que le facilite la respiración. Llamar un centro de toxicología o a un médico si la persona se encuentra mal. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P312: Llamar a un centro de toxicología o aun medico si la persona se encuentra mal. P332+ P313: En caso de irritación cutánea consultar a un médico. ALMACENAMIENTO P405: Guardar bajo llave. DISPOSICION P501: Eliminar el contenido/recipiente en un punto de recogida de residuos especiales. ____________________________________________________________________",g,h,1,1
VAR-QB00118,Q0306007,NACARANTE QB,"68585-34-2, 627-83-8, 68140-00-1",ATENCION,01 800 00 21400 ; 01 (55) 55 59 15 88,H319 Causa seria irritación ocular H315 Causa irritación en piel.,"P280 Utilizar equipo de protección personal (lentes, guantes mascarilla). P264 Lavarse bien después de manipularlo. P305+P351+P338 En caso de tener contacto con los ojos enjuagar con abundante agua, si es posible retirar los lentes y continuar enjuagando.",g,1,1,1
VAR-QB00140,Q0306010,TEA USO INDUSTRIAL (TRIETANOLAMINA 85%),102-71-6,PELIGRO,01 800 00 21400,H302 Nocivo en caso de ingestión. H318 Provoca lesiones oculares graves. H315 Provoca irritación cutánea. H373 Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P270 No comer, beber ni fumar durante la utilización. P302+P352 En caso de contacto con la piel: Lavar con agua y jabón abundantes. P305+P351+P338 En caso de contacto con los ojos: Aclarar cuidadosamente con agua durante varios minutos. Quitar los lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P310 Llamar inmediatamente a un centro de toxicología o aun médico.
P321 Si necesita un tratamiento específico (acuda al médico con la ficha de seguridad de este producto). P362 Quitarse las prendas contaminadas y lavarlas antes de volver a usarlas.",g,e,h,1
VAR-QB00102,Q0306021,GLUCOPON 425 ,110615-47-9 68515-73-1,PELIGRO, - ,H318: Provoca lesiones oculares graves. H402: Nocivo para los organismos acuáticos.,"P280: Llevar guantes, prendas, gafas, mascara de protección. P273: Evitar su liberación al medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Aclarar
cuidadosamente con agua durante varios minutos. Quitar los lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P310: Llamar inmediatamente a un centro de toxicología/medico. P501: Eliminar el contenido/el recipiente en un punto de recogida
de residuos especiales. ",e,1,1,1
VAR-QB00037,Q0306023,CETEARETH-20,68439-49-6,No Aplicable, - ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00071,Q0306024,DEAC. SY,No Aplicable,ATENCION,5860-2196 / 5860- 2039,H319 provoca irritación ocular grave,"P305+P351+P338 EN CASO DE CONTACTO CON LOS OJOS, enjuagar con agua cuidadosamente durante varios minutos. Quitar lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P313 consular un médico. P301+P330+P331 EN CASO DE INGESTION, enjuagar la boca. No provocar el vómito. P303+P352 EN CASO DE CONTACTO CON LA PIEL, lavar con abundante agua. ",g,1,1,1
VAR-QB00070,Q0306025,DEAC. DE COCO,"68603-42-9, 61791-31-9",ATENCION,5860-2196 / 5860- 2039,H319 provoca irritación ocular,"P305+P351+P338 EN CASO DE CONTACTO CON LOS OJOS, enjuagar con agua cuidadosamente durante varios minutos. Quitar lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir el lavado. P313 Consultar un medico. P301+P330+P331 EN CASO DE INGESTION, enjuagar la boca. No provocar el vomito. P302+P352 EN CASO DE CONTACTO CON LA PIEL, lavar con agua abundante.",g,1,1,1
VAR-QB00151,Q0308002,FORMOL,50-00-0,PELIGRO, - ,H301 Toxico en caso de ingestión. H311 Toxico en contacto con la piel. H314 Provoca quemaduras graves en la piel y lesiones oculares graves. H317 Puede provocar una reacción alérgica en la piel. H331 Toxico en caso de inhalación. H335 Puede irritar las vías respiratorias. H351 Se sospecha que provoca cáncer. H402 Nocivo para la vida acuática.,"P280 Llevar guanterendas/gafas/mascara de protección. Respuesta: P310 Llamar inmediatamente a un centro de información toxicológica o a un médico. P301+P330+P331 En caso de ingestión: Enjuagarse la boca. No provocar el vómito. P303+P361+P353 En caso de contacto con la piel (o el pelo): quitarse inmediatamente las prendas contaminadas. Aclararse la piel con agua o ducharse.
P304+P340 En caso de inhalación: Transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. P305+P351+P338 En caso de contacto con los ojos: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando.
",f,h,e,1
VAR-QB00093,Q0308005,FONGRABAC MG (CONSERVA GEL SHAMPOO),10377- 60- 3/ 26172- 55- 4 / 2682- 20- 4,PELIGRO,+ 52 55 52 29 55 55,H302: Nocivo en caso de ingestión. H314: Provoca quemaduras graves en la piel y lesiones oculares graves. H317: Puede provocar una reacción alérgica en la piel. H318: Provoca lesiones oculares graves.,"P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P264: Lavarse la piel concienzudamente tras la manipulación. P270: No comer, beber ni fumar durante su utilización. P272: Las prendas de trabajo contaminadas no podrán sacarse del lugar de trabajo. P280: Llevar guanterendas/gafas/mascara de protección. P301+ P312+ P330 EN CASO DE INGESTION: Llamar a un centro de información
toxicológica o a un médico en caso de malestar. Enjuagarse la boca.
P301+ P330+ P331 EN CASO DE INGESTION: Enjuagarse la boca. No provocar el
vómito.
P303+ P361+ P353 EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitarse
inmediatamente las prendas contaminadas. Aclararse la piel con agua o ducharse.
P304+ P340+ P310 EN CASO DE INHALACION: Transportar a la víctima al exterior y
mantenerla en reposo en una posición confortable para respirar. Llamar
inmediatamente a un centro de información toxicológica o a un médico.
P305+ P351+ P338+ P310 EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si
lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de
información toxicológica o a un médico. P333+ P313: En caso de irritación o erupción cutánea consultar a un médico. P363: Lavar las prendas contaminadas antes de volver a usarlas. P405: Guardar bajo llave. P501: Eliminar el contenido/el recipiente en una planta de eliminación de residuos autorizada.",e,g,1,1
VAR-QB00144,Q0308009,TRICLOSAN,3380-34-5,PELIGRO, - ,H303: Puede ser dañino si se ingiere. H315: Causa irritación en la piel. H319: Causa seria irritación en ojos. H410: Muy dañino en organismos acuáticos con efectos nocivos a largo plazo. ,"P273: Evitar su liberación al medio ambiente. P305+ P351+ P338: En caso de tener contacto con los ojos, lavar con agua cuidadosamente por varios minutos tratando de remover los lentes de contacto si se puede y es fácil de hacerlo, seguir lavando. P501: Eliminar en una planta tratadora de químicos autorizada. ",i,g,1,1
,Q0308016,CLORURO DE BENZALCONIO AL 80% , - , - , - , - , - ,1,1,1,1
,Q0309011,ESPESANTE LIQUIDO AL3645, - , - , - , - , - ,1,1,1,1
VAR-QB00153,Q0309012,ESPESANTE HIDROSOLUBLE 8000 , - , - , - , - , - ,1,1,1,1
VAR-QB00044,Q0310001,COLOR AMARILLO ACIDO 73 (LIMPIADORES) FOSFORECENTE, - , - , - , - , - ,1,1,1,1
VAR-QB00052,Q0310004,COLOR AZUL TURQUESA DIRECTO 86 (LIMPIADORES), - , - , - , - , - ,1,1,1,1
VAR-QB00051,Q0310003,COLOR AZUL BASICO, - , - , - , - , - ,1,1,1,1
VAR-QB00057,Q0310005,COLOR ROJO 114 , - , - , - , - , - ,1,1,1,1
VAR-QB00063,Q0310006,"COLOR VERDE 10 PAMACID (SUAVIZANTE, SHAMPOO) ", - , - , - , - , - ,1,1,1,1
VAR-QB00067,Q0310007,COLOR VIOLETA REACTIVO XXV-VL(LIMPIADORES), - , - , - , - , - ,1,1,1,1
VAR-QB00048,Q0310009,COLOR AMARILLO METANILO 36 (SUAVIZANTE), - , - , - , - , - ,1,1,1,1
VAR-QB00056,Q0310010,"COLOR RODAMINA BASICA ( JABON LIQ,LIMPIADORES)", - , - , - , - , - ,1,1,1,1
VAR-QB00043,Q0310012,COLOR AMARILLO 5 P/GEL, - , - , - , - , - ,1,1,1,1
VAR-QB00042,Q0310013,COLOR AMARILLO .6 P/GEL, - , - , - , - , - ,1,1,1,1
VAR-QB00064,Q0310019,COLOR VERDE LIMON GEL (ESMERALDA), - , - , - , - , - ,1,1,1,1
VAR-QB00065,Q0310020,COLOR VERDE PINO (LIMPIADOR DE PINO), - , - , - , - , - ,1,1,1,1
VAR-QB00053,Q0310021,COLOR DC GREEN No8 (GEL FOSFORECENTE), - , - , - , - , - ,1,1,1,1
VAR-QB00060,Q0310022,COLOR ROJO NO. 5 GEL, - , - , - , - , - ,1,1,1,1
,Q0310025,COLOR HA WOOL VIOLET CON,97404- 02- 9,ATENCION,52 5752 64 80,H319: Causa irritación severa a los ojos.,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes, ropa de protección y equipo de protección adecuados para ojos y cara. P337+ P313: Si la irritación en los ojos persiste acudir a un médico. P305+ P351+ P338 SI ENTRA EN CONTACTO CON LOS OJOS: Enjuague cuidadosamente con agua durante
varios minutos, no usar chorros. ",g,1,1,1
VAR-QB00054,Q0310028,COLOR NEGRO ACIDO 194, - , - , - , - , - ,1,1,1,1
VAR-QB00049,Q0310030,COLOR AZUL ACIDO 324 (SUAVIZANTE), - , - , - , - , - ,1,1,1,1
VAR-QB00154,Q0311001,DIETILEN GLICOL,111-46-6,ATENCION,01-800-00-21400,H302 Nocivo en caso de ingestión. H373 Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P230 No respirar el polvo/el humo/el gas/los vapores/el aerosol. P264 Lavarse  oncienzudamente tras la manipulación. P270 No comer, beber ni fumar durante su utilización. P314 Consultar a un médico en caso de malestar. P330 Enjuagarse la boca. P501 Eliminar el contenido/el recipiente en las instalaciones industriales de combustión.",g,h,1,1
VAR-QB00074,Q0311002,DIPROPILEN GLICOL,25265-71-8,No Aplicable,01- 800- 00- 214- 00,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00117,Q0311003,MONOPROPILEN GLICOL,57- 55- 6,No Aplicable,01- 800- 00- 214- 00,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00116,Q0311004,MONOETANOLAMINA  TAMBO 200 KG,141- 43- 5,PELIGRO,01- 800- 00- 21400,"H227: Combustible liquido H302+ H312+ H332: Nocivo en caso de ingestión, contacto con la piel o inhalación. H314: Provoca quemaduras graves en la piel y lesiones oculares graves. H335: Puede irritar las vías  espiratorias.","P260: No respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P280: Llevar guanterendas/gafas/mascara de protección. P303+ P361+ P353: EN CASO DE  ONTACTO CON LA PIEL: Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua/ducharse. P305+ P351+ P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua durante varios minutos. Quitar los lentes de contacto, si llega y resulta fácil. Seguir aclarando. P370+ P378: En caso de incendio utilizar arena, carbono, dióxido o extintor de polvo para la extinción. P403+ P233:  lmacenar en un lugar bien ventilado. Mantener el recipiente cerrado  erméticamente.",g,e,1,1
VAR-QB00146,Q0312003,TWEN 20 QE,9005-64-5,No Aplicable,01 800 00 21400  / 01 (55) 55 59 15 88,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00004,Q0312006,ACEITE DE COCO ,8001- 31 - 8 ,No Aplicable,+55 5831 7905 – SETIQ 01 800 00 214 00,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00141,Q0312008,TERPENOS DE NARANJA,8028- 48- 6,PELIGRO,55 5873 6098,"H226: Líquidos y vapores inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel.
H410: Muy toxico para los organismos acuáticos, con efectos nocivos duraderos. ","P210: Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P273: Evitar su liberación al medio ambiente. P280: Llevar guanterendas/gafas/mascara de protección. P301+ P310+ P331 EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de toxicología/medico. No provocar el vómito. P302+ P352+ P333+ P313 EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. En caso de irritación o erupción cutánea. Consultar a un médico. P370+ P378 EN CASO DE INCENDIO: Utilizar dióxido de carbono, espuma, polvo seco o agua pulverizada para la extinción. P391:  Recoger el vertido.",g,h,i,b
VAR-QB00077,Q0312015,EMULBOSS 54, - , - , - , - , - ,1,1,1,1
VAR-QB00075,Q0312017,D-LIMONENO, - , - , - , - , - ,1,1,1,1
VAR-QB00078,Q0313001,EMULSION 37, - ,PELIGRO, - ,H319: Provoca irritación ocular grave,"P264: Lavarse la piel cuidadosamente después de la manipulación. P280: Usar equipo de protección para los ojos/cara. P305+P351+P338: En caso de contacto con los ojos enjuagar con agua durante varios minutos. Quitar lentes de contacto. P337+P313: Si la irritación ocular persiste, consultar a un médico.",g,1,1,1
VAR-QB00039,Q0313002,CICLODIMETICONA 8014 SILIKA, - ,ATENCION, - ,H226: Liquido y vapores inflamables. H361: Susceptible de perjudicar la fertilidad.,"P201: Procurarse las instrucciones antes del uso. P202: No manipular antes de haber leído y comprendido todas las precauciones de seguridad. P210: Mantener alejado del calor/de chispas/ de llamas al descubierto/de superficies calientes. No fumar. P233: Mantener el recipiente herméticamente cerrado. P241: Utilizar material eléctrico, ventilación o de iluminación antideflagrante. P242: No utilizar herramientas que produzcan chispas. P243: Tomar medidas de precaución contra las descargas  lectrostáticas. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P303+P361+P353: En caso de contacto con la piel quitar inmediatamente toda la ropa contaminada. Enjuagar la piel con agua. P308+P313: En caso de exposición consultar a un Medico. P405: Guardar bajo llave. P501: Eliminar el contenido/recipiente con un proveedor autorizado.",b,h,1,1
VAR-QB00135,Q0313003,SILICON 1000,No Aplicable,No Aplicable, - ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00038,Q0313006,CICLODIMETICONA 8002 SILIKA,556-67-2/541-02-3,ATENCION, - ,H226 Liquido y vapores inflamables. H361 Susceptible de perjudicar la fertilidad.,"P201 Procurarse las instrucciones antes del uso P202 No manipular antes de haber leído y comprendido todas las precauciones de seguridad. P210 Mantener alejado del calor/de chipas/de llamas al descubierto/de superficies calientes. No fumar. P233 Mantener el recipiente herméticamente cerrado. P241 Utilizar material eléctrico, ventilación o de iluminación antideflagrante. P242 No utilizar herramientas que produzcan chispas. P243 Tomar medidas de precaución contra descargas electrónicas. P280 Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P303+P361+P353 En caso de contacto con la piel: quitar inmediatamente toda la ropa contaminada. Enjuagar la piel con agua. P308+P313 En caso de exposición: consultar un médico. P405 Guardar bajo llave. P501 Eliminar el contenido/recipiente con un proveedor autorizado.",b,h,1,1
,Q0313007,CICLODIMETICONA 8050 SILIKA , - , - , - , - , - ,1,1,1,1
,Q0313012,PRONALEN GUARANA , - , - , - , - , - ,1,1,1,1
,Q0313020,PRONALEN ADELAGAZANTE , - , - , - , - , - ,1,1,1,1
VAR-QB00107,Q0313021,KERATINA K100, - , - , - , - , - ,1,1,1,1
VAR-QB00083,Q0313023,EXFOLIANTE OLIVE 6 , - , - , - , - , - ,1,1,1,1
VAR-QB00100,Q0315001,GLICERINA USP,56- 81- 5,Atención,(01) (55) 54 49 63 91 (directo).,Toxicidad aguda por inhalacion,"P261- Evitar respirar nieblas, vapores o aerosoles. P271- Utilizar solo al aire libre o en un lugar bien ventilado. P304+ P340- En caso de inhalación: transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. P312- Llamar a un centro de toxicología/medico si la persona se siente mal.",g,1,1,1
VAR-QB00114,Q0315002,MIRISTATO DE ISOPROPILO, - , - , - , - , - ,1,1,1,1
VAR-QB00091,Q0316013,FISION HAIR MOISTURE,No Aplicable,No Aplicable,+1 (973) 298- 8850 +1 (800) 222- 1222,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00041,Q0316017,COLAGENO (COLLATEIN N359, - , - , - , - , - ,1,1,1,1
VAR-QB00092,Q0316023,FISION SKIN MOUSTURE ,No Aplicable,No Aplicable,+1 (800) 424-9300,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00026,Q0317003,BASE SARRIGEL QB, - , - , - , - , - ,1,1,1,1
PRD-QB00001,Q0317004,BASE AROMATIZANTE, - , - , - , - , - ,1,1,1,1
VAR-QB00036,Q0317009,CERABOSS 4048 BASE, - , - , - , - , - ,1,1,1,1
VAR-QB00034,Q0317010,CERA DE ABEJA BCA ,No Aplicable,-, - ,No Aplicable,No Aplicable,1,1,1,1
VAR-QB00001,Q0317013,ABRILLANTADOR OPTICO POLVO,13463- 67- 7,PELIGRO, - ,H320: Provoca irritación ocular H335: Puede irritar las vías respiratorias H371: Puede causar daños a los órganos H350: Puede causar cáncer,"P201: Procurar las instrucciones antes del uso. P202: No manipular antes de haber leído y comprendido todas.las precauciones de seguridad. P260: No respirar polvos o nieblas. P264: Lavarse cuidadosamente después de la manipulación
P270: No comer, beber o fumar mientras se manipula este producto. P271: Utilizar solo al aire libre o en un lugar bien ventilado. P273: No dispersar en el medio ambiente. P280: Usar guantes, ropa de protección y equipo de protección
adecuados para ojos y cara
",g,h,1,1
VAR-QB00163,Q0317015,ESTABILIZADOR DE PEROXIDO, - , - , - , - , - ,1,1,1,1
VAR-QB00073,Q0317021,DETERCL  30-12,No Aplicable,ATENCION,01800 00 214 00,"[H302] nocivo en caso de ingestión. [H318] provoca lesiones oculares graves. [H401] toxico para los organismos acuáticos. [H412] nocivo para los organismos acuáticos, con efectos nocivos duraderos."," [P264] lavarse las manos cuidadosamente después de la manipulación. [P270] no comer, beber o fumar mientras se manipula el producto. [P273] no dispersar al medio ambiente. [P280] usar guantes, mandil y lentes de seguridad. [P301+P312+P330]  en caso de ingestión: enjuáguese la boca. Llamar a un médico si la persona se encuentra mal. [P302+P352] en caso de contacto con la piel: lavar con abundante agua y jabón. [P362+P364] quitar la ropa contaminada y lavarla antes de volver a usar. [P332+P313] en caso de irritación cutánea consultar a un médico, preferentemente a un dermatólogo. [P305+P351+P338] en caso de contacto con los ojos: enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado; [P310] llamar inmediatamente a un médico, preferentemente a un oftalmólogo.",1,1,1,1
PRD-QB00008,Q0317024,BOSS DTO EUZKADI , - , - , - , - , - ,1,1,1,1
