Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Source_File,Exclamación,Corrosión,Peligro para la salud,Calavera,Llama,Ambiente,Llama sobre círculo,Bomba explotando,Cilindro de gas
VAR-QB00085,EXTRACTO DE EUCALIPTO ,8000- 48- 4,PELIGRO,55 5873 6098,"H226: Líquidos y vapores inflamables. H303: Puede ser nocivo en caso de ingestión. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H411: Toxico para los organismos acuáticos, con efectos nocivos duraderos.","P210: Mantener alejado del calor, de superficies calientes, de chispas. de llamas abiertas y de cualquier otra fuente de ignición. No fumar. P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el
aerosol. P273: Evitar su liberación al medio ambiente. P280: Llevar guanterendas/gafas/mascara de protección. P301+ P310+ P331 EN CASO DE INGESTION: Llamar inmediatamente a un centro de toxicología/medico. No provocar el vómito. P302+ P352+ P333+ P313 EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. En caso de irritación o erupción cutánea consultar a un médico. P370+ P378: En caso de incendio utilizar dióxido de carbono, espuma, polvo seco o agua pulverizada para la extinción. P391: Recoger el vertido.",Warehouse1,,,,,,,,,
VAR-QB00112,MENTA DE BRASIL , - , - , - , - , - ,Warehouse1,,,,,,,,,
PRD-QB00005,CITRONELLA QBD09, - , - , - , - , - ,Warehouse1,,,,,,,,,
VAR-QB00133,REPELENTE PARA INSECTOS ,52304-36-6,ATENCION,(55)-21-22-16-59 /  01-800-00-214-00,H319 Provoca irritación ocular grave,P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: ENJUAGAR CON AGUA CUIDADOSAMENTE DURANTE VARIOS MINUTOS. Quitar las lentes de contacto cuando estén presentes y puedan hacerse con facilidad. Proseguir con el lavado,Warehouse1,X,,,,,,,,
,BASE DETERGENTE,No Aplicable,ATENCION,01800 00214 00,H315 Provoca irritación cutánea. H319 Provoca irritación ocular grave,"P280 Usar guantes/ropa de protección/equipo de protección para la cara/los ojos.
P303+P351+P338 En caso de contacto con la piel o el pelo, quitar inmediatamente toda la ropa contaminada. Enjuagar la piel con agua o ducharse. P305+P351+P338 En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar los lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P314 Consultar a un médico si la persona se encuentra mal. P403+P233 Almacenar en un lugar bien ventilado. Mantener el recipiente herméticamente cerrado.",Warehouse1,X,,,,,,,,
LUB-QB00009,CARBOPOL 940,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00025,CARBOPOL ULTREZ 21,110-82-7,ATENCION,216-447-5000,H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P273: No dispersar en el medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar  el contenido/recipiente en una planta apropiada detratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",Warehouse1,X,,,,,,,,
LUB-QB00014,CARBOPOL AQUA SF1,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00022,CARBOPOL ULTREZ 10 NF ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00013,CARBOPOL 99620,71-43-2,PELIGRO,216-447-5000,H340: Puede provocar defectos genéticos. H350: Puede provocar cáncer.,"P201: Procurarse las instrucciones antes del uso. P202: No manipular antes de haber leído y comprendido todas las precauciones de seguridad. P281: Utilizar un equipo de protección individual, según corresponda. P308+P313: EN CASO DE exposición demostrada o supuesta: consultar a un médico. P405: Guardar bajo llave. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación. ",Warehouse1,,,X,,,,,,
LUB-QB00008,CARBOPOL 934,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00030,FIXATE G100,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00033,FIXATE RSP( GOOD RITE),79-10-7,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00034,FIXATE SUPER HOLD,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea.,P332+P313: En caso de irritación cutánea: Consultar a un médico.,Warehouse1,,,,,,,,,
LUB-QB00029,FIXATE (MT) FREESTYLE,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00047,NOVEMER EC1,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,Warehouse1,,,,,,,,,
LUB-QB00068,SILSENSE TM COPOLYOL-1 SILICONE,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,Warehouse1,,,,,,,,,
LUB-QB00060,SCHERCEMOL IDO ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00037,GLUCAM P20,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00038,GLUCAMATE LT,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00001,ACETULAN , - , - , - , - , - ,Warehouse1,,,,,,,,,
LUB-QB00061,SCHERCEMOL NGDO,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00040,GLUCATE SS ,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
LUB-QB00053,PEMULEN TR-2 ,110-82-7,No Aplicable,216-447-5000,"H412: Nocivo para los organismos acuáticos, con efectos nocivos duraderos.",P273: No dispersar en el medio ambiente. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.,Warehouse1,,,,,,,,,
LUB-QB00051,NOVETHIX L-10,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,Warehouse1,,,,,,,,,
LUB-QB00064,SENSOMER 10M (POLYQUATERNIUM 10),68610-92-4,ATENCION,216-447-5000,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave.,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y
jabón abundantes. P332+P313: En caso de irritación cutánea: Consultar a un médico. P321: Tratamiento específico (véase en esta etiqueta). P362: Quitar la ropa contaminada y lavarla antes de volverla a usar.",Warehouse1,X,,,,,,,,
LUB-QB00045,MERQUAT 550 (POLIQUATERNIUM 7),26590-05-6,No Aplicable,216-447-5000,H402: Nocivo para los organismos acuáticos.,P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.,Warehouse1,,,,,,,,,
LUB-QB00027,CHEMORYL SFB 10-SK,Mezcla,ATENCION,216-447-5000,H315: Provoca irritación cutánea. H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P273: No dispersar en el medio ambiente. P280: Usar guantes/equipo de protección para los ojos/la cara. P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. P332+P313: En caso de irritación cutánea: Consultar a un médico. P321: Tratamiento específico (véase en esta etiqueta). P362+P364: Quitar la ropa contaminada y lavarla antes de volverla a usar. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar el contenido/recipiente en una planta apropiada de tratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",Warehouse1,X,,,,,,,,
LUB-QB00048,NOVERITE 100 , - , - , - , - , - ,Warehouse1,,,,,,,,,
BSF-QB00001,BUTONAL NX 4190,Mezcla,ATENCION,+55 12 3128-1590,"H319 Provoca irritación ocular grave. H315 Provoca irritación cutánea. H412 Nocivo para los organismos acuáticos, con efectos nocivos duraderos. H401 Tóxico para los organismos acuáticos.","P280 Llevar guantes/gafas/máscara de protección. P273 Evitar su liberación al medio ambiente. P264 Lavarse con agua y jabón concienzudamente tras la manipulación. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. P303+ P352 EN CASO DE CONTACTO CON LA PIEL (o con el pelo): Lavar abudantemente con agua y jabón. P332 + P313 En caso de irritación cutánea: Consultar a un médico. P337 + P311 Si persiste la irritación ocular: Llamar a un CENTRO DE TOXICOLOGÍA/médico. P362 + P364 Quitar las prendas contaminadas y lavarlas antes de volver a usarlas.
",Warehouse1,X,,,,,,,,
VAR-QB00142,TRANSCUTOL CG,111-90-0,No Aplicable,NO,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
VAR-QB00068,DANAGEL 9254 ,9000-07-1; 9000-40-2  ,-,+1 (800) 424-9300,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00033,OPACIFICANTE A-430,No Aplicable,No Aplicable,00-800-274-5263-3/001-859-357-3564,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00030,NATRIANCE SELF HYDRATE ,No Aplicable,No Aplicable,00-800-274-5263-3/001-859-357-3564,,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00020,GERMALL PLUSS LIQ,78491-02-8;  55406-53-6 ,ATENCION,1-614-790-3333,H319 Provoca irritación ocular grave,"P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios
minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.",Warehouse1,X,,,,,,,,
ASH-QB00032,NATROSOL HHR250,Mezcla,ATENCION,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire.,Mantener las mezclas de polvo y aire lejos de fuentes de ignición.,Warehouse1,,,,,,,,,
ASH-QB00040,PVP/VA S-630 , - , - , - , - , - ,Warehouse1,,,,,,,,,
ASH-QB00047,SURFADONE LP100 ,2687-94-7,PELIGRO,1-800-274-5263,Provoca quemaduras graves en la piel y lesiones oculares graves.,Lavarse la piel concienzudamente tras la manipulación.Llevar guantes/ prendas/ gafas/ máscara de protección. EN CASO DE INGESTIÓN: Enjuagar la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con  gua/ducharse. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un CENTRO DE  OXICOLOGÍA/médico. EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. Llamar inmediatamente a un CENTRO DE TOXICOLOG?A/médico. Lavar las prendas contaminadas antes de volver a usarlas. Guardar bajo llave. Eliminar el contenido/ el recipiente en una planta de eliminación de residuos autorizada.,Warehouse1,,X,,,,,,,
ASH-QB00026,N-DURHANCE , - , - , - , - , - ,Warehouse1,,,,,,,,,
ASH-QB00028,N-HANCE SP100 , - , - , - , - , - ,Warehouse1,,,,,,,,,
,CAPTIVATES HC001 MICROCAPSULAS ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00045,STYLIZE W20,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00022,LUBRAGEL 0IL ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00012,DYNAGEN ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00038,PROTECTAGEN ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00005,CERAPHYL 70,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00001,BENECEL ,254504001-5060,ATENCION,1-800-274-5263,Puede formar concentraciones de polvo combustible en el aire,Mantener las mezclas de polvo y aire lejos de fuentes de ignición.,Warehouse1,,,,,,,,,
ASH-QB00004,CERAPHYL 230 ,No Aplicable,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00051,VITS PRIMASPONGES BLUE SS MICROESFERA , - , - , - , - , - ,Warehouse1,,,,,,,,,
ASH-QB00049,TOMASA SHEA BUTTER,No Aplicable,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00043,SOREZ 100,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00025,LUNAMATRIX,Mezcla,PELIGRO,1-800-274-5263,Puede provocar una reacción alérgica en la piel. Provoca lesiones oculares graves.,"Evitar respirar el polvo/ el humo/ el gas/ la niebla/ los vapores/el aerosol.
Las prendas de trabajo contaminadas no podrán sacarse del lugar de trabajo. Llevar guantes/ gafas/ máscara de protección. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar  nmediatamente a un CENTRO DE TOXICOLOG?A/médico. En caso de irritación o erupción cutánea: Consultar a un médico. Lavar las prendas contaminadas antes de volver a  sarlas.",Warehouse1,X,X,,,,X,,,
ASH-QB00024,LUMINI SYSTEM, - , -, -, -, -,Warehouse1,,,,,,,,,
ASH-QB00044,SOREZ H5205 ,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
ASH-QB00010,COSMEDIA GUAR N HANCE 3196,65497-29-2,ATENCION,1-800-274-5263,H319 Provoca irritación ocular grave,P264 Lavarse la piel cuidadosamente después de la manipulación. P280 Usar equipo de protección para los ojos/la cara. P305 + P351 + P338 EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado.,Warehouse1,X,,,,,,,,
,CONDITIONIZE 37 (JAYPOL),800986-5072P,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
VAR-QB00113,MENTHOL,2216-51-5,PELIGRO,-,H315 Provoca irritación cutánea. H318 Provoca lesiones oculares graves. H335 puede irritar las vias respiratorias,"P261: Evitar respirar el polvo/el humo/el gas/la niebla/los vapores/el aerosol. P280: Llevar proteccion /gafas de proteccion/mascara de proteccion. P305+p351+p338: quitar los lentes de contacto, si lleva y resulta facil. Seguir aclarando.",Warehouse1,X,X,,,,,,,
VAR-QB00106,JABON POTASICO,Mezcla,ATENCION,5558317905,H315: Provoca irritacion cutanea y ocular.,P301+310: EN CASO DE INGESTION: Llamar inmediatamente a un centro de informacion toxicologica o a un medico. P302+P352: EN CASO DE CONTACTO CON LA PIEL Y OCULAR: lavar con agua y jabon abundantes. P331: No provocar vomito.,Warehouse1,X,,,,,,,,
,GAV 1150 LP,Mezcla,,,,,Warehouse1,,,,,,,,,
,FLORAL 605,Mezcla,PELIGRO,,,,Warehouse1,X,X,,,,,,,
IFF-QB00100,MIRACLE 554,Mezcla,ATENCION,,,,Warehouse1,X,X,X,,,X,,,
IFF-QB00258,NIV KF001B CR M,Mezcla,ATENCION,,,,Warehouse1,X,,X,,,X,,,
IFF-QB00104,PEACH P757,Mezcla,ATENCION,,,,Warehouse1,X,,,,,,,,
VAR-QB00127,PANTHENOL-D,MEZCLA,,34915620420,,,Warehouse1,,,,,,,,,
KAO-QB00034,DANOX PL-10,"68585-34-2, 627-83-8, 68140-00-1",ATENCION,01 800 00 21400 ,H319 Causa seria irritación ocular H315 Causa irritación en piel.,"P280 Utilizar equipo de protección personal (lentes, guantes mascarilla). P264 Lavarse bien después de manipularlo. P305+P351+P338 En caso de tener contacto con los ojos enjuagar con abundante agua, si es posible retirar los lentes y continuar enjuagando.",Warehouse1,X,,,,,,,,
,ACIDO DODECIL BENCEN SULFONICO HSC,27176-87-0,PELIGRO,SETIQ: 01800-00-214-00 HARMONY CHEM: 01-779-79-6-26-85,H301: Toxico en caso de ingestión H305: puede ser nocivo en caso de ingestión y de penetración en las vías respiratorias H314: provoca graves quemaduras en la piel y lesiones oculares H315: provoca irritación cutánea H318: provoca lesiones oculares graves H402: nocivo para los organismos acuáticos graves,"P207  no comer, beber ni fumar durante la utilización de este producto. P264  lavarse las manos concienzudamente tras la manipulación.  P301+P312  EN CASO DE INGESTION: si se siente mal, llame a un CENTRO DE INFORMACION TOXICOLOGICA/medico. P301+P330+P331  EN CASO DE INGESTION: enjuagar la boca. NO induzca el vómito. P303+P361+P353  EN CASO DE CONTACTO CON LA PIEL (o el pelo): quitar inmediatamente la ropa contaminada. Aclararse la piel con agua/ducharse. P304+P340+P311 - EN CASO DE INHALACION: transportar a la víctima al exterior y mantenerla en reposo en una posición confortable para respirar. Llamar inmediatamente a un centro de toxicología/medico, P305+P351+P338 - EN CASO DE CONTACTO CON LOS OJOS: enjuague bien con agua durante varios minutos. En el caso de las lentes de contacto, quitarlas, si es fácil. Continúe enjuagando. P501: eliminar el contenido/el recipiente en un punto de recogida de residuos especiales.",Warehouse1,X,X,,,,,,,
LUB-QB00049,NOVERITE 301 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
VAR-QB00108,LESS 70% S/P,No Aplicable,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea.,"Llevar guantes de protección. Llevar gafas o máscara de protección. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",Warehouse1,,X,,,,,,,
VAR-QB00138,SURFAGEL, - , - , - , - , - ,Warehouse1,X,,,,,,,,
IFF-QB00281,TANGO HIDRA, - , - , -  , - , - ,Warehouse1,,,,,,,,,
IFF-QB00172,WASH OUT 560,MEZCLA,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
VAR-QB00089,EXTRACTO DE SEMILLA DE TORONJA S/p, - , - , - , - , - ,Warehouse1,,,,,,,,,
VAR-QB00148,VITAMINA E, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00086,CLEANWOOD 860 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00096,LIQUID FEEL 382,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H304,
H315, H317, H319,
H361, H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P301 + P310,
P302 + P352, P305 + P351 + P338,
P312, P331, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235,
P405, P501",Warehouse1,X,,X,,,X,,,
VAR-QB00134,SALICILATO DE METILO,Mezcla,ATENCION,,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00242,FLORAL PLUS, - , - , -  , - , - ,Warehouse1,,,,,,,,,
IFF-QB00106,SANDALWOOD,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
LUB-QB00067,SILSENSE DW-18,-,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,Warehouse1,,,,,,,,,
IFF-QB00097,LOVELY POSSION 504,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
LUB-QB00042,HYDRAMOL PGPL S/P, - , -, -, -, -,Warehouse1,,,,,,,,,
IFF-QB00102,OLD WOOD 789 S/P,Mezcla,ATENCION,,,,Warehouse1,X,,,,,,,,
LUB-QB00016,CARBOPOL AQUA SF2 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
KAO-QB00081,TETRANYL L6-30 S/P, - , -, -, -, -,Warehouse1,,,,,,,,,
LUB-QB00021,CARBOPOL STYLE 2.0 S/P,110-82-7,ATENCION,216-447-5000,H319: Provoca irritación ocular grave. H402: Nocivo para los organismos acuáticos,"P264: Lavarse cuidadosamente después de la manipulación. P280: Usar guantes/ropa de protección/equipo de protección para los ojos/la cara. P273: No dispersar en el medio ambiente. P305+P351+P338: En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. P337+P313: Si la irritación ocular persiste, consultar a un médico. P501: Eliminar  el contenido/recipiente en una planta apropiada detratamiento y eliminación conforme a las leyes/reglamentaciones aplicables y las características del producto en el momento de la eliminación.",Warehouse1,X,,,,,,,,
IFF-QB00078,CEDARLOVE 443 S/P,,ATENCION,01 800 002 1400,"H315, H317, H319
H361, H411","P201, P202, P261, P264, P272,
P273, P280, P302 + P352,
P305 + P351 + P338, P308 + P313,
P333 + P313, P337 + P313,
P362 + P364, P391, P405, P501",Warehouse1,X,,X,,,X,,,
LUB-QB00010,CARBOPOL 956 S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
IFF-QB00292,GREEN HOUSE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00001,BOTANIKA S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00034,SO FRESH S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00163,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00206,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
VAR-QB00014,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,Warehouse1,,,,,,,,,
IFF-QB00114,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,X,,,,,,
IFF-QB00111,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",Warehouse1,X,,,,,X,,,
IFF-QB00222,BERRY BLOSSOM S/P, - , - , -  , - , - ,Warehouse1,,,,,,,,,
VAR-QB00081,ESPESANTE D150 S/P, - , - , - , - , - ,Warehouse1,X,,,,,,,,
KAO-QB00070,TETRANYL AT7590,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",Warehouse1,,,,,X,,,,
IFF-QB00029,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
LUB-QB00005,ARGIRELINA S/P,-,-,-,-,,Warehouse1,,,,,,,,,
