Codigo interno ,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4,PESO TARA,PESO NETO,PESO BRUTO,LOTE,FECHA ELABORACION,FECHA INSPECCION,Cantidad,
IFF-QB00034,P0209013I,SO FRESH S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,15,15.9,0016650736,7/1/2025,7/1/2026,1,
IFF-QB00034,P0209013J,SO FRESH S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,20,20.9,0016650736,7/1/2025,7/1/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00163,P0503027A,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.09,0.5,0.59,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027B,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.09,1,1.09,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027C,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,1.5,1.74,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027D,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,2,2.24,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027E,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,3,3.24,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027F,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,4,4.24,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027G,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.28,5,5.28,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027H,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.48,10,10.48,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027I,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,15,15.9,0018630075,9/1/2025,9/1/2026,1,
IFF-QB00163,P0503027J,SENSE OF NATURE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,20,20.9,0018630075,9/1/2025,9/1/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00206,P0404014A,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.09,0.5,0.59,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014B,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.09,1,1.09,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014C,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,1.5,1.74,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014D,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,2,2.24,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014E,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,3,3.24,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014F,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.24,4,4.24,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014G,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.28,5,5.28,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014H,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.48,10,10.48,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014I,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,15,15.9,0017873246,2/13/2025,2/13/2026,1,
IFF-QB00206,P0404014J,CRYSTAL HEALING S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,1,H,1,0.9,20,20.9,0017873246,2/13/2025,2/13/2026,1,
,,,,,,,,,,,,,,,,,,,
VAR-QB00014,Q0302006A,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,0.5,0.515,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006B,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,1,1.015,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006C,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.015,2,2.015,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006D,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,3,3.035,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006E,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,4,4.035,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006F,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,5,5.035,24E80B0477,7/1/2024,7/1/2027,1,
VAR-QB00014,Q0302006G,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1,0.035,10,10.035,24E80B0477,7/1/2024,7/1/2027,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00114,P0303013A,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.09,0.5,0.59,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013B,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.09,1,1.09,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013C,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.24,1.5,1.74,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013D,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.24,2,2.24,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013E,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.24,3,3.24,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013F,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.24,4,4.24,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013G,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.28,5,5.28,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013H,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.48,10,10.48,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013I,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.9,15,15.9,0017722809,12/6/2024,12/6/2025,1,
IFF-QB00114,P0303013J,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1,0.9,20,20.9,0017722809,12/6/2024,12/6/2025,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00111,P0303012A,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.09,0.5,0.59,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012B,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.09,1,1.09,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012C,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.24,1.5,1.74,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012D,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.24,2,2.24,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012E,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.24,3,3.24,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012F,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.24,4,4.24,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012G,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.28,5,5.28,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012H,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.48,10,10.48,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012I,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.9,15,15.9,,00/00/0000,00/00/0000,1,
IFF-QB00111,P0303012J,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1,0.9,20,20.9,,00/00/0000,00/00/0000,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00222,P1101056A,BERRY BLOSSOM S/P, - , - , -  , - , - ,1,1,1,1,0.9,20,20.9,1410211,10/14/2021,10/14/2022,1,
IFF-QB00222,P1101056B,BERRY BLOSSOM S/P, - , - , -  , - , - ,1,1,1,1,2.2,50,52.2,1410211,10/14/2021,10/14/2022,1,
IFF-QB00222,P1101056C,BERRY BLOSSOM S/P, - , - , -  , - , - ,1,1,1,1,0.9,200,20.9,1410211,10/14/2021,10/14/2022,1,
,,,,,,,,,,,,,,,,,,,
VAR-QB00081,Q0309010A,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.015,0.5,0.515,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010B,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.015,1,1.015,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010C,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.015,2,2.015,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010D,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.035,3,3.035,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010E,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.035,4,4.035,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010F,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.035,5,5.035,6K76124,7/4/2025,7/4/2026,1,
VAR-QB00081,Q0309010G,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1,0.035,10,10.035,6K76124,7/4/2025,7/4/2026,1,
,,,,,,,,,,,,,,,,,,,
KAO-QB00070,Q0201007A,TETRANYL AT7590,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",b,1,1,1,0.6,8,8.6,32003382,10/31/2025,10/31/2027,1,
KAO-QB00070,Q0201007B,TETRANYL AT7590,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",b,1,1,1,1.2,17,18.2,32003382,10/31/2025,10/31/2027,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00029,F0102004A,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.09,0.5,0.59,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004B,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.09,1,1.09,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004C,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.24,1.5,1.74,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004D,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.24,2,2.24,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004E,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.24,3,3.24,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004F,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.24,4,4.24,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004G,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.28,5,5.28,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004H,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.48,10,10.48,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004I,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.9,15,15.9,0017972638,9/20/2025,9/20/2026,1,
IFF-QB00029,F0102004J,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1,0.9,20,20.9,0017972638,9/20/2025,9/20/2026,1,
,,,,,,,,,,,,,,,,,,,
IFF-QB00291,P0311028A,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.09,0.5,0.59,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028B,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.09,1,1.09,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028C,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,1.5,1.74,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028D,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,2,2.24,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028E,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,3,3.24,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028F,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.24,4,4.24,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028G,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.28,5,5.28,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028H,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.48,10,10.48,0018630071,9/3/2025,9/3/2026,1,
IFF-QB00291,P0311028I,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,1,1,1,0.9,15,15.9,0018630071,9/3/2025,9/3/2026,1,
